0.36951327323913574,0.59127944707870480.37704524397850037,0.51511055231094360.35686928033828735,0.44305735826492310.33866003155708313,0.39567053318023680.3252369463443756,0.35111922025680540.30959218740463257,0.44515821337699890.3517982065677643,0.427140653133392330.36143434047698975,0.463434219360351560.34975361824035645,0.476270973682403560.29724669456481934,0.483438521623611450.3528440594673157,0.465129911899566650.3613392412662506,0.49787220358848570.34901708364486694,0.50585502386093140.2963789999485016,0.52640080451965330.3487624526023865,0.50803166627883910.35924434661865234,0.53095263242721560.34958305954933167,0.53659862279891970.3022846281528473,0.56864911317825320.34396177530288696,0.5553453564643860.3538307249546051,0.56488180160522460.34520381689071655,0.5667208433151245,0
0.37667879462242126,0.59896808862686160.3931547701358795,0.53665387630462650.38670778274536133,0.45170176029205320.37280386686325073,0.39347526431083680.3711143434047699,0.34334242343902590.32812726497650146,0.438419044017791750.3378085792064667,0.439942002296447750.35697564482688904,0.47579377889633180.3535447418689728,0.479146897792816160.30534449219703674,0.469178795814514160.3251033425331116,0.48777070641517640.3506017029285431,0.5180101394653320.3457455635070801,0.51102930307388310.2937024235725403,0.51086050271987920.3108338713645935,0.52750945091247560.3360726535320282,0.54955703020095830.3329141438007355,0.54087388515472410.28719261288642883,0.55400782823562620.302270770072937,0.56971687078475950.3231128454208374,0.57986295223236080.3234988749027252,0.5720726847648621,0
0.3779938519001007,0.61692970991134640.38739410042762756,0.53890526294708250.38530808687210083,0.46117898821830750.384848415851593,0.393022418022155760.38652172684669495,0.342784047126770.34556370973587036,0.46471056342124940.33090469241142273,0.438750565052032470.3497636914253235,0.46920409798622130.357156902551651,0.482707083225250240.3288137912750244,0.49247986078262330.31568223237991333,0.473900765180587770.341746985912323,0.50744187831878660.3479272723197937,0.51317477226257320.3146158456802368,0.52563869953155520.30101990699768066,0.50460427999496460.3261460065841675,0.53040063381195070.3339163362979889,0.53801041841506960.30098956823349,0.56165146827697750.2909693121910095,0.5458854436874390.3077594041824341,0.55582201480865480.3147067129611969,0.5595165491104126,0
0.4134988784790039,0.52630251646041870.41629618406295776,0.467864841222763060.3966222107410431,0.409842669963836670.37428590655326843,0.366919696331024170.36205604672431946,0.318857729434967040.33513343334198,0.42132565379142760.3453911542892456,0.472209006547927860.3684603273868561,0.47345626354217530.36646756529808044,0.45507445931434630.32166945934295654,0.46264183521270750.34097546339035034,0.51277577877044680.36949652433395386,0.50714993476867680.3661048710346222,0.48719498515129090.3196782171726227,0.5057524442672730.33641156554222107,0.54846090078353880.36340275406837463,0.54008811712265010.3615334630012512,0.51784396171569820.3231276869773865,0.54589992761611940.3369065225124359,0.57605540752410890.3588290512561798,0.56649667024612430.36069628596305847,0.5465847849845886,0
0.42026811838150024,0.61997425556182860.43188416957855225,0.55353307723999020.4186568856239319,0.489875346422195430.40216708183288574,0.45379802584648130.38827458024024963,0.41297304630279540.3721761405467987,0.51697432994842530.4127805829048157,0.53976249694824220.4221000075340271,0.54429310560226440.4127938747406006,0.53966230154037480.3596351444721222,0.56993150711059570.41739118099212646,0.59158635139465330.4221472144126892,0.5852977037429810.40881913900375366,0.57720959186553960.36017632484436035,0.61904758214950560.41357240080833435,0.63532495498657230.41697433590888977,0.62627017498016360.4028504192829132,0.61655759811401370.36681437492370605,0.66312795877456670.40549713373184204,0.67221260070800780.41129469871520996,0.66512072086334230.4026434123516083,0.6607660055160522,0
0.42244821786880493,0.58521097898483280.4107109606266022,0.53577858209609990.37866881489753723,0.51672345399856570.3479911684989929,0.5145252943038940.322584867477417,0.49284344911575320.327462762594223,0.57894819974899290.35790058970451355,0.62442445755004880.3752703070640564,0.59759062528610230.3670082688331604,0.57679957151412960.3269805312156677,0.62153553962707520.36403948068618774,0.65579736232757570.3844265341758728,0.6211900711059570.374769002199173,0.6033025383949280.33696019649505615,0.65678906440734860.3698148727416992,0.68423742055892940.38873863220214844,0.65057235956192020.38040491938591003,0.63238364458084110.3531951606273651,0.68286728858947750.3778552711009979,0.70066457986831670.39064210653305054,0.67100703716278080.3854312002658844,0.6522647738456726,0
0.4235612452030182,0.51138395071029660.40477290749549866,0.433283090591430660.3649962842464447,0.39245337247848510.33426979184150696,0.37579855322837830.3096047043800354,0.347062438726425170.3278404772281647,0.44959616661071780.356862872838974,0.40850108861923220.3780892789363861,0.42077612876892090.37351343035697937,0.439389526844024660.3312745690345764,0.50001138448715210.37068918347358704,0.44476753473281860.39020439982414246,0.45228573679924010.38224875926971436,0.46902582049369810.34572339057922363,0.53877407312393190.3844006359577179,0.484335184097290040.39916732907295227,0.48455011844635010.3894272446632385,0.49822273850440980.36381062865257263,0.56816607713699340.3945944309234619,0.52491098642349240.4057648777961731,0.51465255022048950.3990318179130554,0.5223222374916077,0
0.42791470885276794,0.54391783475875850.4268043339252472,0.461075901985168460.44512584805488586,0.36304801702499390.4559940993785858,0.28709757328033450.4460954964160919,0.232533127069473270.45625120401382446,0.342325747013092040.520858645439148,0.33496308326721190.5106932520866394,0.365452259778976440.49083706736564636,0.374467015266418460.4659082591533661,0.38542035222053530.5314982533454895,0.378163754940032960.5175830721855164,0.406279683113098140.49866965413093567,0.41301792860031130.47664663195610046,0.43643164634704590.5349447131156921,0.428065329790115360.5196693539619446,0.449223935604095460.5008141398429871,0.453404843807220460.4873814880847931,0.48666000366210940.5338032841682434,0.475865811109542850.5189968943595886,0.49221003055572510.5001289248466492,0.4963129758834839,0
0.43221041560173035,0.53286933898925780.45659783482551575,0.48870342969894410.47349679470062256,0.455313205718994140.4709174335002899,0.436990082263946530.45634493231773376,0.40990030765533450.42358508706092834,0.52035069465637210.49187004566192627,0.58207553625106810.49246543645858765,0.54804092645645140.4731319844722748,0.53117406368255620.4096275866031647,0.5788651108741760.4893222451210022,0.62515354156494140.4877999722957611,0.5850800871849060.46768707036972046,0.56823760271072390.4060235619544983,0.62436395883560180.4768716096878052,0.65934586524963380.47689563035964966,0.62413841485977170.4595813751220703,0.60690635442733760.4072694480419159,0.65820270776748660.461306631565094,0.67853283882141110.4637521803379059,0.65084457397460940.4495149850845337,0.6318175196647644,0
0.44349563121795654,0.46617314219474790.4458940327167511,0.39408996701240540.4196164309978485,0.338996410369873050.3956596553325653,0.313850641250610350.37787458300590515,0.27669435739517210.37257257103919983,0.38536053895950320.40112632513046265,0.390327900648117070.41838687658309937,0.393792420625686650.4118812680244446,0.393154978752136230.36586135625839233,0.43789282441139220.409291535615921,0.439443320035934450.4265161454677582,0.43264013528823850.4157661497592926,0.42962011694908140.3715507686138153,0.48281350731849670.41267648339271545,0.48031035065650940.42764896154403687,0.470406293869018550.41754063963890076,0.46523198485374450.3814806640148163,0.52106267213821410.4128429889678955,0.51907795667648320.4269941449165344,0.50633400678634640.42260459065437317,0.4989325702190399,0
0.4444662928581238,0.56186068058013920.4640021324157715,0.469812422990798950.4711587727069855,0.37825810909271240.469613254070282,0.309484064579010.4639977514743805,0.24059237539768220.43692126870155334,0.39050897955894470.5040596723556519,0.42019018530845640.4951973259449005,0.43843033909797670.47278863191604614,0.430527806282043460.425759494304657,0.447747468948364260.5032163262367249,0.47739279270172120.48767369985580444,0.482660055160522460.4636495113372803,0.472445666790008540.4232630133628845,0.50699746608734130.4944635033607483,0.53142762184143070.4813477396965027,0.53432965278625490.4601697623729706,0.52143037319183350.4265703558921814,0.56008708477020260.4816845953464508,0.57636690139770510.4741169214248657,0.57120072841644290.4536047577857971,0.5625268220901489,0
0.4469108283519745,0.53222912549972530.47853100299835205,0.49031502008438110.5045675039291382,0.44280812144279480.5199946761131287,0.39603900909423830.5247873663902283,0.33830192685127260.44455641508102417,0.423771589994430540.5019339919090271,0.498211890459060670.5008873343467712,0.488546580076217650.48577213287353516,0.46490725874900820.4206632971763611,0.483785837888717650.49461546540260315,0.55837506055831910.4907782971858978,0.53578257560729980.4702874720096588,0.50554770231246950.41073429584503174,0.54143244028091430.47924935817718506,0.59873336553573610.4766562581062317,0.57321763038635250.45834702253341675,0.54373842477798460.4079453945159912,0.59540843963623050.46063196659088135,0.62606644630432130.4614761769771576,0.60321944952011110.44817066192626953,0.5815783143043518,0
0.44942745566368103,0.52996629476547240.4488525390625,0.45198082923889160.42391300201416016,0.39295038580894470.4008294343948364,0.362578481435775760.3847436308860779,0.32355684041976930.37882450222969055,0.43173769116401670.4122127592563629,0.427871346473693850.42827069759368896,0.437170773744583130.4227651357650757,0.443558812141418460.3725723326206207,0.484569132328033450.4190116226673126,0.476130813360214230.43385472893714905,0.476867020130157470.42566853761672974,0.48053371906280520.37827134132385254,0.53112530708312990.42313840985298157,0.52132278680801390.4353954792022705,0.51758438348770140.426364541053772,0.51802879571914670.38845962285995483,0.57187175750732420.4219127297401428,0.56242156028747560.43490758538246155,0.55257689952850340.43188145756721497,0.5485712289810181,0
